queryId,avatar_name,avatar_id,language,city,date,mobile
1328,szhoycea,76400,czech,vilnius,30,0
1329,iayokumx,76401,austrian,vilnius,13,0
1330,iayokumx,76401,belgian,vilnius,13,0
1331,iayokumx,76401,bulgarian,vilnius,13,0
1332,iayokumx,76401,croatian,vilnius,13,0
1333,iayokumx,76401,cypriot,vilnius,13,0
1334,iayokumx,76401,czech,vilnius,13,0
1335,iayokumx,76401,danish,vilnius,13,0
1336,iayokumx,76401,dutch,vilnius,13,0
1337,iayokumx,76401,estonian,vilnius,13,0
1338,iayokumx,76401,finnish,vilnius,13,0
1339,iayokumx,76401,french,vilnius,13,0
1340,iayokumx,76401,german,vilnius,13,0
1341,iayokumx,76401,greek,vilnius,13,0
1342,iayokumx,76401,hungarian,vilnius,13,0
1343,iayokumx,76401,irish,vilnius,13,0
1344,iayokumx,76401,italian,vilnius,13,0
1345,iayokumx,76401,latvian,vilnius,13,0
1346,iayokumx,76401,lithuanian,vilnius,13,0
1347,iayokumx,76401,luxembourgish,vilnius,13,0
1348,iayokumx,76401,maltese,vilnius,13,0
1349,iayokumx,76401,polish,vilnius,13,0
1350,iayokumx,76401,portuguese,vilnius,13,0
1351,iayokumx,76401,romanian,vilnius,13,0
1352,iayokumx,76401,slovakian,vilnius,13,0
1353,iayokumx,76401,slovene,vilnius,13,0
1354,iayokumx,76401,spanish,vilnius,13,0
1355,iayokumx,76401,swedish,vilnius,13,0
1356,opfyrncq,76402,austrian,vienna,14,1
1357,opfyrncq,76402,belgian,vienna,14,1
1358,opfyrncq,76402,bulgarian,vienna,14,1
1359,opfyrncq,76402,croatian,vienna,14,1
1360,opfyrncq,76402,cypriot,vienna,14,1
1361,opfyrncq,76402,czech,vienna,14,1
1362,opfyrncq,76402,danish,vienna,14,1
1363,opfyrncq,76402,dutch,vienna,14,1
1364,opfyrncq,76402,estonian,vienna,14,1
1365,opfyrncq,76402,finnish,vienna,14,1
1366,opfyrncq,76402,french,vienna,14,1
1367,opfyrncq,76402,german,vienna,14,1
1368,opfyrncq,76402,greek,vienna,14,1
1369,opfyrncq,76402,hungarian,vienna,14,1
1370,opfyrncq,76402,irish,vienna,14,1
1371,opfyrncq,76402,italian,vienna,14,1
1372,opfyrncq,76402,latvian,vienna,14,1
1373,opfyrncq,76402,lithuanian,vienna,14,1
1374,opfyrncq,76402,luxembourgish,vienna,14,1
1375,opfyrncq,76402,maltese,vienna,14,1
1376,opfyrncq,76402,polish,vienna,14,1
1377,opfyrncq,76402,portuguese,vienna,14,1
1378,opfyrncq,76402,romanian,vienna,14,1
1379,opfyrncq,76402,slovakian,vienna,14,1
1380,opfyrncq,76402,slovene,vienna,14,1
1381,opfyrncq,76402,spanish,vienna,14,1
1382,opfyrncq,76402,swedish,vienna,14,1
1383,wcoljafy,76403,austrian,valletta,0,1
1384,wcoljafy,76403,belgian,valletta,0,1
1385,wcoljafy,76403,bulgarian,valletta,0,1
1386,wcoljafy,76403,croatian,valletta,0,1
1387,wcoljafy,76403,cypriot,valletta,0,1
1388,wcoljafy,76403,czech,valletta,0,1
1389,wcoljafy,76403,danish,valletta,0,1
1390,wcoljafy,76403,dutch,valletta,0,1
1391,wcoljafy,76403,estonian,valletta,0,1
1392,wcoljafy,76403,finnish,valletta,0,1
1393,wcoljafy,76403,french,valletta,0,1
1394,wcoljafy,76403,german,valletta,0,1
1395,wcoljafy,76403,greek,valletta,0,1
1396,wcoljafy,76403,hungarian,valletta,0,1
1397,wcoljafy,76403,irish,valletta,0,1
1398,wcoljafy,76403,italian,valletta,0,1
1399,wcoljafy,76403,latvian,valletta,0,1
1400,wcoljafy,76403,lithuanian,valletta,0,1
1401,wcoljafy,76403,luxembourgish,valletta,0,1
1402,wcoljafy,76403,maltese,valletta,0,1
1403,wcoljafy,76403,polish,valletta,0,1
1404,wcoljafy,76403,portuguese,valletta,0,1
1405,wcoljafy,76403,romanian,valletta,0,1
1406,wcoljafy,76403,slovakian,valletta,0,1
1407,wcoljafy,76403,slovene,valletta,0,1
1408,wcoljafy,76403,spanish,valletta,0,1
1409,wcoljafy,76403,swedish,valletta,0,1
1410,xudpjvwk,76404,austrian,madrid,1,1
1411,xudpjvwk,76404,belgian,madrid,1,1
1412,xudpjvwk,76404,bulgarian,madrid,1,1
1413,xudpjvwk,76404,croatian,madrid,1,1
1414,xudpjvwk,76404,cypriot,madrid,1,1
1415,xudpjvwk,76404,czech,madrid,1,1
1416,xudpjvwk,76404,danish,madrid,1,1
1417,xudpjvwk,76404,dutch,madrid,1,1
1418,xudpjvwk,76404,estonian,madrid,1,1
1419,xudpjvwk,76404,finnish,madrid,1,1
1420,xudpjvwk,76404,french,madrid,1,1
1421,xudpjvwk,76404,german,madrid,1,1
1422,xudpjvwk,76404,greek,madrid,1,1
1423,xudpjvwk,76404,hungarian,madrid,1,1
1424,xudpjvwk,76404,irish,madrid,1,1
1425,xudpjvwk,76404,italian,madrid,1,1
1426,xudpjvwk,76404,latvian,madrid,1,1
1427,xudpjvwk,76404,lithuanian,madrid,1,1
1428,xudpjvwk,76404,luxembourgish,madrid,1,1
1429,xudpjvwk,76404,maltese,madrid,1,1
1430,xudpjvwk,76404,polish,madrid,1,1
1431,xudpjvwk,76404,portuguese,madrid,1,1
1432,xudpjvwk,76404,romanian,madrid,1,1
1433,xudpjvwk,76404,slovakian,madrid,1,1
1434,xudpjvwk,76404,slovene,madrid,1,1
1435,xudpjvwk,76404,spanish,madrid,1,1
1436,xudpjvwk,76404,swedish,madrid,1,1
1437,dpmuylje,76406,austrian,vienna,1,1
1438,zfjdgxwu,76407,belgian,vienna,1,1
1439,rnupfgqe,76408,bulgarian,vienna,1,1
1440,sfpmavzx,76409,croatian,vienna,1,1
1441,aijlzhuw,76410,cypriot,vienna,1,1
1442,uzhbmrns,76411,czech,vienna,1,1
1443,dzapiefx,76412,danish,vienna,1,1
1444,vhknlsyu,76413,dutch,vienna,1,1
1445,ychtskqz,76414,estonian,vienna,1,1
1446,vgsrxlae,76415,finnish,vienna,1,1
1447,sjplemxc,76416,french,vienna,1,1
1448,lurbzcts,76417,german,vienna,1,1
1449,hfnozsud,76418,greek,vienna,1,1
1450,qvrzbftx,76419,hungarian,vienna,1,1
1451,wtskymaz,76420,irish,vienna,1,1
1452,lhspeagk,76421,italian,vienna,1,1
1453,sbhroiuc,76422,latvian,vienna,1,1
1454,dpfmzhqu,76423,lithuanian,vienna,1,1
1455,iuvsbfnj,76424,luxembourgish,vienna,1,1
1456,yxgiuhlw,76425,maltese,vienna,1,1
1457,slxibqgu,76426,polish,vienna,1,1
1458,kpzcgxsh,76427,portuguese,vienna,1,1
1459,rswgpytv,76428,romanian,vienna,1,1
1460,mliaucev,76429,slovakian,vienna,1,1
1461,doanqstp,76430,slovene,vienna,1,1
1462,atwzrvbd,76431,spanish,vienna,1,1
1463,kxnmoira,76432,swedish,vienna,1,1
1464,rfzecxvl,76433,austrian,madrid,2,0
1465,qdmaufwe,76434,belgian,madrid,2,0
1466,vfskecrd,76435,bulgarian,madrid,2,0
1467,ptowlbqd,76436,croatian,madrid,2,0
1468,fbzvkwid,76437,cypriot,madrid,2,0
1469,zoylbnqu,76438,czech,madrid,2,0
1470,ksvhxyaf,76439,danish,madrid,2,0
1471,pgbdiofy,76440,dutch,madrid,2,0
1472,utpwbrgy,76441,estonian,madrid,2,0
1473,aldofnhq,76442,finnish,madrid,2,0
1474,zxofpvka,76443,french,madrid,2,0
1475,vgmyinko,76444,german,madrid,2,0
1476,snflydpg,76445,greek,madrid,2,0
1477,yxdzqkri,76446,hungarian,madrid,2,0
1478,obhyrmci,76447,irish,madrid,2,0
1479,hdpzlfai,76448,italian,madrid,2,0
1480,qalicymr,76449,latvian,madrid,2,0
1481,qlfruezd,76450,lithuanian,madrid,2,0
1482,kapimson,76451,luxembourgish,madrid,2,0
1483,zicoeplu,76452,maltese,madrid,2,0
1484,crqdobyu,76453,polish,madrid,2,0
1485,vibuwogp,76454,portuguese,madrid,2,0
1486,imqluaje,76455,romanian,madrid,2,0
1487,jlpqcmir,76456,slovakian,madrid,2,0
1488,sbdngtpk,76457,slovene,madrid,2,0
1489,amysdzce,76458,spanish,madrid,2,0
1490,cerwypmh,76459,swedish,madrid,2,0
1491,bytjmaus,81059,czech,sofia,2,0
1492,gcxwklvs,81060,czech,sofia,2,1
1493,odplvbiq,81061,german,madrid,2,0
1494,pmxsnqtg,81062,german,madrid,2,1
1495,dlcympuk,81063,spanish,madrid,6,0
1496,itverpbu,81064,spanish,madrid,6,1
1497,tznobexg,81065,czech,vienna,38,0
1498,fgbidyrn,81066,czech,vienna,38,1
1499,zktjgoeu,81067,swedish,paris,32,0
1500,wmuybfxe,81068,swedish,paris,32,1
1501,ojiypbvu,81069,cypriot,rome,5,0
1502,elnxryva,81070,cypriot,rome,5,1
1503,zarlcxkt,81071,belgian,amsterdam,10,0
1504,utwompax,81072,belgian,amsterdam,10,1
1505,jenpkzri,81073,italian,valletta,39,0
1506,rgskznel,81074,italian,valletta,39,1
1507,bocuhkwt,81075,danish,madrid,11,0
1508,sqndmzhj,81076,danish,madrid,11,1
1509,ohcbsdyi,81077,slovakian,copenhagen,35,0
1510,iowdvbzf,81078,slovakian,copenhagen,35,1
1511,vuasmxhw,81079,swedish,paris,19,0
1512,vnczqwxu,81080,swedish,paris,19,1
1513,bszpvkdr,81081,austrian,sofia,3,0
1514,dsbhjvmo,81082,austrian,sofia,3,1
1515,zewocvby,81083,german,rome,29,0
1516,vhgyocsl,81084,german,rome,29,1
1517,lzvcdwgy,81085,german,amsterdam,28,0
1518,duxgkvcl,81086,german,amsterdam,28,1
1519,lynhoveq,81087,french,sofia,37,0
1520,xqrwdati,81088,french,sofia,37,1
1521,raolfwpu,81089,lithuanian,vilnius,25,0
1522,wxhmjbdq,81090,lithuanian,vilnius,25,1
1523,qikerzuj,81091,swedish,vienna,6,0
1524,flbekupr,81092,swedish,vienna,6,1
1525,dhgrsiob,81093,maltese,rome,0,0
1526,fsjibokm,81094,maltese,rome,0,1
1527,vlzkygph,81095,irish,vilnius,19,0
1528,sjimybze,81096,irish,vilnius,19,1
1529,jvtpisqa,81097,italian,vienna,13,0
1530,anigbmsj,81098,italian,vienna,13,1
1531,pkhojmcw,81099,french,vienna,25,0
1532,vbuoqfjp,81100,french,vienna,25,1
1533,iylqjkcx,81101,czech,vienna,40,0
1534,ljenqwtb,81102,czech,vienna,40,1
1535,nvcptide,81103,irish,amsterdam,32,0
1536,agxbymeh,81104,irish,amsterdam,32,1
1537,souvrhjm,81105,spanish,sofia,19,0
1538,aicqzboe,81106,spanish,sofia,19,1
1539,updtnajy,81107,romanian,valletta,26,0
1540,tunzoqcy,81108,romanian,valletta,26,1
1541,gqscuojl,81109,czech,paris,13,0
1542,qftpmoyr,81110,czech,paris,13,1
1543,fxsmqpad,81111,lithuanian,copenhagen,4,0
1544,qhoryabn,81112,lithuanian,copenhagen,4,1
1545,cqvkuhdb,81113,dutch,madrid,24,0
1546,adwnefoz,81114,dutch,madrid,24,1
1547,dzhmqkpj,81115,french,vilnius,31,0
1548,zuwqltvc,81116,french,vilnius,31,1
1549,uwheyslt,81117,french,madrid,41,0
1550,gmkanswr,81118,french,madrid,41,1
1551,wqcrjezb,81119,estonian,amsterdam,21,0
1552,qvoremxh,81120,estonian,amsterdam,21,1
1553,freuzkln,81121,cypriot,sofia,1,0
1554,uxbgqrzc,81122,cypriot,sofia,1,1
1555,kcimzhqe,81123,polish,amsterdam,11,0
1556,xmeyazjs,81124,polish,amsterdam,11,1
1557,qrjtmebh,81125,polish,vienna,19,0
1558,knyflezq,81126,polish,vienna,19,1
1559,mqpxkutg,81127,danish,paris,27,0
1560,gzsnluap,81128,danish,paris,27,1
1561,ihxfrgjo,81129,estonian,amsterdam,23,0
1562,nkhzwloq,81130,estonian,amsterdam,23,1
1563,msfidqnr,81131,german,rome,36,0
1564,xsetqavi,81132,german,rome,36,1
1565,amyirtgj,81133,belgian,vilnius,3,0
1566,nrkidhsq,81134,belgian,vilnius,3,1
1567,xtqbgifv,81135,austrian,copenhagen,2,0
1568,dazrtksv,81136,austrian,copenhagen,2,1
1569,vnfxzdug,81137,romanian,vilnius,0,0
1570,semwozxv,81138,romanian,vilnius,0,1
1571,qvopcend,81139,slovakian,sofia,16,0
1572,auyibxsh,81140,slovakian,sofia,16,1
1573,qvfzgcws,81141,finnish,sofia,35,0
1574,oakpmicq,81142,finnish,sofia,35,1
1575,tylbzouw,81143,polish,valletta,40,0
1576,mwqbgdcz,81144,polish,valletta,40,1
1577,dgwatcni,81145,spanish,valletta,39,0
1578,drpqfwet,81146,spanish,valletta,39,1
1579,uvtawldy,81147,french,vilnius,24,0
1580,qtzoydbe,81148,french,vilnius,24,1
1581,hdvswkno,81149,portuguese,amsterdam,42,0
1582,wbgmpxrh,81150,portuguese,amsterdam,42,1
1583,spewqrfo,81151,latvian,rome,2,0
1584,lckyoevd,81152,latvian,rome,2,1
1585,hjbogcae,81153,bulgarian,paris,1,0
1586,bliswtjp,81154,bulgarian,paris,1,1
1587,yfeuznaj,81155,croatian,madrid,44,0
1588,bgflptcq,81156,croatian,madrid,44,1
1589,umlsaprc,81157,cypriot,valletta,32,0
1590,vwplhqrd,81158,cypriot,valletta,32,1
1591,vyrgdcex,81160,romanian,valletta,38,0
1592,bxgulwph,81161,romanian,valletta,38,1
1593,cvrfwaxn,81162,romanian,valletta,38,0
1594,cqvkszud,81163,romanian,valletta,38,1
1595,awruhltf,81164,romanian,valletta,38,0
1596,xoviurmz,81165,romanian,valletta,38,1
1597,itwduksz,81166,romanian,valletta,38,0
1598,xbkwsgvl,81167,romanian,valletta,38,1
1599,feuiktwb,81168,romanian,valletta,38,0
1600,zysakcow,81169,romanian,valletta,38,1
1601,vhxudoay,81170,romanian,valletta,38,0
1602,debfglju,81171,romanian,valletta,38,1
1603,hcxioefq,81172,romanian,valletta,38,0
1604,jcwxnvtb,81173,romanian,valletta,38,1
1605,cbyoujzl,81174,romanian,valletta,38,0
1606,jueqboyr,81175,romanian,valletta,38,1
1607,wtfbupjm,81176,romanian,valletta,38,0
1608,juelztik,81177,romanian,valletta,38,1
1609,byrauxkf,81178,romanian,valletta,38,0
1610,rhtouzja,81179,romanian,valletta,38,1
1611,lmwquyfx,81180,romanian,valletta,38,0
1612,rjxcahpf,81181,romanian,valletta,38,1
1613,rwuiasyd,81182,romanian,valletta,38,0
1614,cwetpdri,81183,romanian,valletta,38,1
1615,drjyqztx,81184,romanian,valletta,38,0
1616,xehqryip,81185,romanian,valletta,38,1
1617,yqxcbokd,81186,romanian,valletta,38,0
1618,oztblyjs,81187,romanian,valletta,38,1
1619,sljoipag,81188,romanian,valletta,38,0
1620,ynqdwzuc,81189,romanian,valletta,38,1
1621,rehbdcxt,81190,romanian,valletta,38,0
1622,ktgxnicw,81191,romanian,valletta,38,1
1623,ikhmlvro,81192,romanian,valletta,38,0
1624,stqijzhc,81193,romanian,valletta,38,1
1625,vniogalu,81194,romanian,valletta,38,0
1626,lqeabjwx,81195,romanian,valletta,38,1
1627,yimzpltu,81196,romanian,valletta,38,0
1628,rglcfkut,81197,romanian,valletta,38,1
1629,gpxydmnv,81198,romanian,valletta,38,0
1630,plytuwen,81199,romanian,valletta,38,1
1631,clgpjmax,81200,romanian,valletta,38,0
1632,aextpdiv,81201,romanian,valletta,38,1
1633,xihmspyf,81202,romanian,valletta,38,0
1634,wjczvknm,81203,romanian,valletta,38,1
1635,nxypmwli,81204,romanian,valletta,38,0
1636,enyaubop,81205,romanian,valletta,38,1
1637,unfjdoab,81206,romanian,valletta,38,0
1638,tncojbqw,81207,romanian,valletta,38,1
1639,dkqwcngo,81208,romanian,valletta,38,0
1640,kndpyhal,81209,romanian,valletta,38,1
1641,nbuyiqga,81210,dutch,valletta,22,0
1642,jtfklwog,81211,dutch,valletta,22,1
1643,fgnhklxj,81212,dutch,valletta,22,0
1644,cdtrghfi,81213,dutch,valletta,22,1
1645,mgvebdnf,81214,dutch,valletta,22,0
1646,qsndecjv,81215,dutch,valletta,22,1
1647,plbnqhef,81216,dutch,valletta,22,0
1648,irbhxpeq,81217,dutch,valletta,22,1
1649,zijwoxlk,81218,dutch,valletta,22,0
1650,ptvxofur,81219,dutch,valletta,22,1
1651,kamtqjxo,81220,dutch,valletta,22,0
1652,oadyscmz,81221,dutch,valletta,22,1
1653,rlcbyaxs,81222,dutch,valletta,22,0
1654,htdfwlem,81223,dutch,valletta,22,1
1655,zmwvejox,81224,dutch,valletta,22,0
1656,qocutbiv,81225,dutch,valletta,22,1
1657,zoyebiqf,81226,dutch,valletta,22,0
1658,knemcdws,81227,dutch,valletta,22,1
1659,oawetjsi,81228,dutch,valletta,22,0
1660,vlrizpqc,81229,dutch,valletta,22,1
1661,sxikwfhr,81230,dutch,valletta,22,0
1662,wxuijehq,81231,dutch,valletta,22,1
1663,owcsmelk,81232,dutch,valletta,22,0
1664,bevjiozx,81233,dutch,valletta,22,1
1665,sihtjryz,81234,dutch,valletta,22,0
1666,lycbgmui,81235,dutch,valletta,22,1
1667,zbjvdcys,81236,dutch,valletta,22,0
1668,vjcdebph,81237,dutch,valletta,22,1
1669,unqeyjkb,81238,dutch,valletta,22,0
1670,uqjkrzmd,81239,dutch,valletta,22,1
1671,khozesiv,81240,dutch,valletta,22,0
1672,glycmoan,81241,dutch,valletta,22,1
1673,ayzrvlgm,81242,dutch,valletta,22,0
1674,esoarhwx,81243,dutch,valletta,22,1
1675,bgdlhmqv,81244,dutch,valletta,22,0
1676,kaquvmfr,81245,dutch,valletta,22,1
1677,pqjnkwlx,81246,dutch,valletta,22,0
1678,bjlgoduw,81247,dutch,valletta,22,1
1679,zaijneyh,81248,dutch,valletta,22,0
1680,qdiystzr,81249,dutch,valletta,22,1
1681,igswzumj,81251,dutch,valletta,22,0
1682,zsauhdqo,81253,dutch,valletta,22,1
1683,zagtmwkv,81254,dutch,valletta,22,0
1684,tcuoskjp,81256,dutch,valletta,22,1
1685,mvqkzwca,81258,dutch,valletta,22,0
1686,zowhupna,81260,dutch,valletta,22,1
1687,njzhpaol,81262,dutch,valletta,22,0
1688,eyjlxwri,81264,dutch,valletta,22,1
1689,lyqbpkzr,81265,dutch,valletta,22,0
1690,voqixedu,81267,dutch,valletta,22,1
1691,ebkrvnlx,81269,dutch,valletta,22,0
1692,mbhatrdq,81271,dutch,valletta,22,1
1693,tsmypwvz,81272,dutch,valletta,22,0
1694,qzhrtojp,81273,dutch,valletta,22,1
1695,zvlixprg,81274,dutch,valletta,22,0
1696,gkcymqza,81275,dutch,valletta,22,1
1697,fqtrbgjp,81276,dutch,valletta,22,0
1698,kemajfqx,81277,dutch,valletta,22,1
1699,gukhtlam,81278,dutch,valletta,22,0
1700,jiyewrtc,81279,dutch,valletta,22,1
1701,xogevwah,81280,dutch,valletta,22,0
1702,pinogjfd,81281,dutch,valletta,22,1
1703,qrgepcwj,81282,dutch,valletta,22,0
1704,tfvjlkgp,81283,dutch,valletta,22,1
1705,uylhagct,81284,dutch,valletta,22,0
1706,ymqchial,81285,dutch,valletta,22,1
1707,xlorqyve,81286,dutch,valletta,22,0
1708,vxegizrc,81287,dutch,valletta,22,1
1709,bsivqemp,81288,dutch,valletta,22,0
1710,hlntpvck,81289,dutch,valletta,22,1
1711,pisajhlr,81290,dutch,valletta,22,0
1712,wjdsoiul,81291,dutch,valletta,22,1
1713,guxqjczd,81292,dutch,valletta,22,0
1714,wqignbpr,81293,dutch,valletta,22,1
1715,hndavfmu,81294,dutch,valletta,22,0
1716,dkxasyvc,81295,dutch,valletta,22,1
1717,jprgtiyb,81296,dutch,valletta,22,0
1718,ghbedvwj,81297,dutch,valletta,22,1
1719,rhaumiec,81298,dutch,valletta,22,0
1720,alvjofui,81299,dutch,valletta,22,1
1721,fdhraoij,81300,dutch,valletta,22,0
1722,ltdemoiv,81301,dutch,valletta,22,1
1723,aktryfgi,81302,dutch,valletta,22,0
1724,xzkcgjtn,81303,dutch,valletta,22,1
1725,wkdbquln,81304,dutch,valletta,22,0
1726,kbnldoum,81305,dutch,valletta,22,1
1727,ebrgaohs,81306,dutch,valletta,22,0
1728,awpucqme,81307,dutch,valletta,22,1
1729,hyvauclr,81308,dutch,valletta,22,0
1730,bglfwmxp,81309,dutch,valletta,22,1
1731,hpnkztbg,81310,dutch,valletta,22,0
1732,vbicpjxz,81311,dutch,valletta,22,1
1733,litnxybf,81312,dutch,valletta,22,0
1734,shugykzt,81313,dutch,valletta,22,1
1735,rfzogsnm,81314,dutch,valletta,22,0
1736,lnkazept,81315,dutch,valletta,22,1
1737,xqlpoyjw,81316,dutch,valletta,22,0
1738,ijombsft,81317,dutch,valletta,22,1
1739,wgkzhevu,81318,dutch,valletta,22,0
1740,pvjgfkzm,81319,dutch,valletta,22,1
1741,ytvpghja,81321,austrian,vilnius,2,1
1742,dfxtnpic,81322,belgian,vilnius,2,1
1743,qbmgvapd,81323,bulgarian,vilnius,2,1
1744,gnqtzurh,81324,croatian,vilnius,2,1
1745,vwpszrxh,81325,cypriot,vilnius,2,1
1746,nutwajmi,81326,czech,vilnius,2,1
1747,qwbaxnoh,81327,danish,vilnius,2,1
1748,hpixalej,81328,dutch,vilnius,2,1
1749,blqjzofs,81329,estonian,vilnius,2,1
1750,dbyktofu,81330,finnish,vilnius,2,1
1751,luowynmf,81331,french,vilnius,2,1
1752,ekghqlus,81332,german,vilnius,2,1
1753,mptzsxwl,81333,greek,vilnius,2,1
1754,ujkvlmsg,81334,hungarian,vilnius,2,1
1755,zmcdwjur,81335,irish,vilnius,2,1
1756,lrfiekps,81336,italian,vilnius,2,1
1757,ebcpzurf,81337,latvian,vilnius,2,1
1758,vncwxmyz,81338,lithuanian,vilnius,2,1
1759,cznqaihy,81339,luxembourgish,vilnius,2,1
1760,zdvbphuf,81340,maltese,vilnius,2,1
1761,pyjbxqoz,81341,polish,vilnius,2,1
1762,xdimyhwu,81342,portuguese,vilnius,2,1
1763,wgtdlars,81343,romanian,vilnius,2,1
1764,bvqtgoiy,81344,slovakian,vilnius,2,1
1765,mrbldcqa,81345,slovene,vilnius,2,1
1766,tkslhrpb,81346,spanish,vilnius,2,1
1767,waokgsjh,81347,swedish,vilnius,2,1
1768,zqusboni,81348,austrian,vilnius,2,1
1769,wsyorvcq,81349,belgian,vilnius,2,1
1770,scfhplzr,81350,bulgarian,vilnius,2,1
1771,vchniumo,81351,croatian,vilnius,2,1
1772,yhaqdmvn,81352,cypriot,vilnius,2,1
1773,gkrplqvm,81353,czech,vilnius,2,1
1774,zfabwnpq,81354,danish,vilnius,2,1
1775,tlhfckug,81355,dutch,vilnius,2,1
1776,megxwioz,81356,estonian,vilnius,2,1
1777,dfhwelms,81357,finnish,vilnius,2,1
1778,fomsxryz,81358,french,vilnius,2,1
1779,hjlqveda,81359,german,vilnius,2,1
1780,etjokmnw,81360,greek,vilnius,2,1
1781,qruseknf,81361,hungarian,vilnius,2,1
1782,vxigezky,81362,irish,vilnius,2,1
1783,dhynpfst,81363,italian,vilnius,2,1
1784,dhbsxmwc,81364,latvian,vilnius,2,1
1785,tgcxpeai,81365,lithuanian,vilnius,2,1
1786,umnkdwsh,81366,luxembourgish,vilnius,2,1
1787,juvcreys,81367,maltese,vilnius,2,1
1788,mbgjdxsc,81368,polish,vilnius,2,1
1789,twgveahb,81369,portuguese,vilnius,2,1
1790,wilhkmzb,81370,romanian,vilnius,2,1
1791,hxecjqvt,81371,slovakian,vilnius,2,1
1792,bojsmagx,81372,slovene,vilnius,2,1
1793,hubneapg,81373,spanish,vilnius,2,1
1794,domuagki,81374,swedish,vilnius,2,1
1795,oqhkrupt,81375,austrian,vilnius,2,1
1796,cnbdhtyv,81376,belgian,vilnius,2,1
1797,gkzworhf,81377,bulgarian,vilnius,2,1
1798,arwuntio,81378,croatian,vilnius,2,1
1799,nwobqpzr,81379,cypriot,vilnius,2,1
1800,vabeidux,81380,czech,vilnius,2,1
1801,dtwisunr,81381,danish,vilnius,2,1
1802,jkusatop,81382,dutch,vilnius,2,1
1803,ijdulfyh,81383,estonian,vilnius,2,1
1804,cidanzug,81384,finnish,vilnius,2,1
1805,xpagobjf,81385,french,vilnius,2,1
1806,zvgsipxq,81386,german,vilnius,2,1
1807,tvwqyaip,81387,greek,vilnius,2,1
1808,wqydnoix,81388,hungarian,vilnius,2,1
1809,gbdksfrq,81389,irish,vilnius,2,1
1810,dapwzgtb,81390,italian,vilnius,2,1
1811,igvykrjs,81391,latvian,vilnius,2,1
1812,uhkjsbvl,81392,lithuanian,vilnius,2,1
1813,bidgrtwq,81393,luxembourgish,vilnius,2,1
1814,sieavfhp,81394,maltese,vilnius,2,1
1815,xveqltry,81395,polish,vilnius,2,1
1816,todfqhea,81396,portuguese,vilnius,2,1
1817,urkpdqmj,81397,romanian,vilnius,2,1
1818,uhxmpalj,81398,slovakian,vilnius,2,1
1819,rxdgnbqu,81399,slovene,vilnius,2,1
1820,varmyplb,81400,spanish,vilnius,2,1
1821,tbclnogp,81401,swedish,vilnius,2,1
1822,vigoehup,81402,austrian,vilnius,2,1
1823,jypmvhar,81403,belgian,vilnius,2,1
1824,ybshcump,81404,bulgarian,vilnius,2,1
1825,ovxqdjri,81405,croatian,vilnius,2,1
1826,acjbgndv,81406,cypriot,vilnius,2,1
1827,knxrgizs,81407,czech,vilnius,2,1
1828,yznjgvem,81408,danish,vilnius,2,1
1829,iuhezqlo,81409,dutch,vilnius,2,1
1830,dncsvwtx,81410,estonian,vilnius,2,1
1831,vwxorgnu,81411,finnish,vilnius,2,1
1832,zaebkogd,81412,french,vilnius,2,1
1833,amxckzrb,81413,german,vilnius,2,1
1834,yrlfcgpu,81414,greek,vilnius,2,1
1835,simzjrea,81415,hungarian,vilnius,2,1
1836,bxpjkhdt,81416,irish,vilnius,2,1
1837,byxveqml,81417,italian,vilnius,2,1
1838,mtfzlrix,81418,latvian,vilnius,2,1
1839,ctajswuh,81419,lithuanian,vilnius,2,1
1840,hebuvpjy,81420,luxembourgish,vilnius,2,1
1841,dapneqwg,81421,maltese,vilnius,2,1
1842,dcgbpkox,81422,polish,vilnius,2,1
1843,fostjbhp,81423,portuguese,vilnius,2,1
1844,dktxczjy,81424,romanian,vilnius,2,1
1845,kfdnhpio,81425,slovakian,vilnius,2,1
1846,levbdrxc,81426,slovene,vilnius,2,1
1847,hmezkxpg,81427,spanish,vilnius,2,1
1848,imonlvsu,81428,swedish,vilnius,2,1
1849,osqugnvl,81429,austrian,vilnius,2,1
1850,qpjuaoki,81430,belgian,vilnius,2,1
1851,vjflecru,81431,bulgarian,vilnius,2,1
1852,lpwfjikd,81432,croatian,vilnius,2,1
1853,zamlxbuv,81433,cypriot,vilnius,2,1
1854,fcvnkshr,81434,czech,vilnius,2,1
1855,vwmldjec,81435,danish,vilnius,2,1
1856,qnjurcyg,81436,dutch,vilnius,2,1
1857,ocqaxfbp,81437,estonian,vilnius,2,1
1858,pkoutxcq,81438,finnish,vilnius,2,1
1859,permahsk,81439,french,vilnius,2,1
1860,lwaxztep,81440,german,vilnius,2,1
1861,osuizbaj,81441,greek,vilnius,2,1
1862,ftyvrwuh,81442,hungarian,vilnius,2,1
1863,ibtlxwdf,81443,irish,vilnius,2,1
1864,ofvclmrx,81444,italian,vilnius,2,1
1865,xqlocysm,81445,latvian,vilnius,2,1
1866,hdljryce,81446,lithuanian,vilnius,2,1
1867,yrbcqjgp,81447,luxembourgish,vilnius,2,1
1868,uwkgypxl,81448,maltese,vilnius,2,1
1869,idyvfgxe,81449,polish,vilnius,2,1
1870,mcvaytxp,81450,portuguese,vilnius,2,1
1871,ogminrwt,81451,romanian,vilnius,2,1
1872,npjubyof,81452,slovakian,vilnius,2,1
